,Airline,Source,Destination,Total_Stops,Day,Month,Year,Dept_Hour,Dept_Minute,Arr_Hour,Arr_Minute,hoursMinutes,Price
6162,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,0,0,10,55,1075,8066
6167,Jet Airways,Mumbai,Hyderabad,non-stop,18,6,2019,55,55,4,20,85,5678
6169,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,40,40,0,45,785,14815
6173,Jet Airways,Banglore,Delhi,1 stop,18,3,2019,0,0,7,40,1420,12284
6174,Jet Airways,Banglore,Delhi,non-stop,12,5,2019,0,0,8,45,165,7229
6176,Jet Airways,Delhi,Cochin,1 stop,27,6,2019,55,55,4,25,450,12898
6178,Jet Airways,Delhi,Cochin,1 stop,18,5,2019,0,0,4,25,1165,12373
6181,Jet Airways,Kolkata,Banglore,1 stop,6,6,2019,35,35,21,5,690,14151
6183,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,5,5,20,20,375,19225
6184,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,5,5,12,0,1315,9663
6185,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,30,30,18,15,705,10844
6187,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,35,35,21,5,690,14151
6188,Jet Airways,Delhi,Cochin,1 stop,27,6,2019,15,15,12,35,1100,10262
6190,Jet Airways,Delhi,Cochin,2 stops,24,6,2019,30,30,4,25,535,13014
6192,Jet Airways,Delhi,Cochin,2 stops,9,3,2019,45,45,4,25,1060,17282
6200,Jet Airways,Banglore,Delhi,non-stop,21,5,2019,50,50,22,50,180,4030
6205,Jet Airways,Delhi,Cochin,1 stop,9,6,2019,30,30,4,25,1015,10262
6209,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,55,55,23,0,845,16736
6213,Jet Airways,Delhi,Cochin,1 stop,3,4,2019,15,15,19,0,1005,4757
6214,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,5,5,22,35,510,14571
6216,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,30,30,16,20,1430,10844
6218,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,40,40,9,30,1310,17261
6219,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,25,25,7,40,615,16736
6221,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,5,5,20,45,400,10844
6227,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,0,0,9,20,800,14781
6233,Jet Airways,Delhi,Cochin,1 stop,21,3,2019,15,15,4,25,1570,12719
6234,Jet Airways,Delhi,Cochin,1 stop,21,5,2019,50,50,12,35,885,12898
6235,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,45,45,19,0,1395,10262
6239,Jet Airways,Banglore,Delhi,1 stop,18,3,2019,50,50,9,0,610,11087
6243,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,30,30,18,15,705,13626
6244,Jet Airways,Delhi,Cochin,1 stop,18,5,2019,15,15,4,25,610,12373
6245,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,30,30,18,10,700,10031
6246,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,30,30,20,45,1695,10844
6248,Jet Airways,Delhi,Cochin,1 stop,1,4,2019,15,15,19,0,1485,5406
6249,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,10,10,16,20,1150,10844
6251,Jet Airways,Delhi,Cochin,1 stop,9,5,2019,0,0,12,35,1595,12373
6255,Jet Airways,Banglore,Delhi,non-stop,24,3,2019,55,55,22,35,160,8016
6259,Jet Airways,Delhi,Cochin,1 stop,27,6,2019,15,15,19,0,1485,10262
6260,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,30,30,19,0,450,14714
6261,Jet Airways,Delhi,Cochin,1 stop,15,6,2019,0,0,19,0,540,10262
6265,Jet Airways,Delhi,Cochin,2 stops,27,6,2019,10,10,12,35,1045,12819
6266,Jet Airways,Delhi,Cochin,1 stop,15,6,2019,50,50,12,35,885,10262
6268,Jet Airways,Delhi,Cochin,2 stops,24,6,2019,40,40,12,35,1615,10368
6274,Jet Airways,Delhi,Cochin,1 stop,12,6,2019,30,30,4,25,1015,10262
6277,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,55,55,9,20,865,14388
6281,Jet Airways,Delhi,Cochin,2 stops,24,5,2019,30,30,4,25,1375,15129
6282,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,10,10,8,15,665,14388
6285,Jet Airways,Delhi,Cochin,1 stop,27,3,2019,5,5,4,25,1280,12452
6297,Jet Airways,Delhi,Cochin,2 stops,27,5,2019,30,30,19,0,810,15129
6298,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,30,30,8,15,1545,8586
6300,Jet Airways,Delhi,Cochin,2 stops,27,6,2019,45,45,12,35,1490,13882
6303,Jet Airways,Delhi,Cochin,2 stops,27,6,2019,40,40,12,35,1615,11118
6308,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,30,30,12,0,1170,8529
6309,Jet Airways,Delhi,Cochin,1 stop,27,3,2019,5,5,4,25,320,7438
6312,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,35,35,14,25,1730,14151
6313,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,55,55,8,15,800,14939
6315,Jet Airways,Delhi,Cochin,2 stops,12,6,2019,25,25,4,25,1140,13882
6319,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,30,30,12,0,330,8586
6322,Jet Airways,Delhi,Cochin,1 stop,9,5,2019,0,0,19,0,540,15554
6329,Jet Airways,Kolkata,Banglore,1 stop,6,6,2019,0,0,12,0,960,10844
6330,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,55,55,22,35,1660,10844
6332,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,30,30,4,40,730,14781
6337,Jet Airways,Delhi,Cochin,2 stops,6,6,2019,40,40,12,35,1615,11733
6338,Jet Airways,Delhi,Cochin,1 stop,15,6,2019,0,0,4,25,1165,10262
6339,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,45,45,12,15,390,17524
6345,Jet Airways,Delhi,Cochin,2 stops,27,5,2019,5,5,12,35,810,15129
6355,Jet Airways,Banglore,Delhi,non-stop,12,5,2019,55,55,22,0,185,4030
6359,Jet Airways,Banglore,Delhi,non-stop,9,6,2019,15,15,18,10,175,7229
6361,Jet Airways,Delhi,Cochin,2 stops,24,6,2019,0,0,4,25,505,14300
6365,Jet Airways,Banglore,Delhi,non-stop,6,4,2019,10,10,14,5,175,7229
6366,Jet Airways,Banglore,Delhi,non-stop,15,4,2019,50,50,22,50,180,7229
6367,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,15,15,12,35,1040,14714
6386,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,0,0,18,15,1335,7757
6389,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,10,10,10,5,775,11841
6393,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,0,0,21,5,1685,14151
6394,Jet Airways,Delhi,Cochin,1 stop,9,6,2019,0,0,4,25,745,10577
6396,Jet Airways,Delhi,Cochin,1 stop,6,4,2019,30,30,12,35,1505,5177
6399,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,0,0,12,35,1235,14714
6400,Jet Airways,Delhi,Cochin,2 stops,6,6,2019,25,25,19,0,1295,10588
6401,Jet Airways,Delhi,Cochin,1 stop,21,3,2019,0,0,18,50,590,7438
6403,Jet Airways,Delhi,Cochin,1 stop,6,6,2019,15,15,19,0,1485,14714
6412,Jet Airways,Banglore,Delhi,non-stop,6,5,2019,50,50,22,50,180,7229
6415,Jet Airways,Delhi,Cochin,2 stops,18,5,2019,10,10,12,35,1045,15129
6416,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,55,55,7,40,885,13817
6421,Jet Airways,Delhi,Cochin,1 stop,24,6,2019,0,0,4,25,1105,10262
6422,Jet Airways,Delhi,Cochin,2 stops,9,6,2019,5,5,12,35,1350,13882
6424,Jet Airways,Delhi,Cochin,1 stop,9,3,2019,20,20,4,25,1685,11848
6429,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,35,35,18,0,505,10703
6430,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,55,55,23,35,1720,10844
6431,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,55,55,19,50,1495,10844
6434,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,5,5,19,10,305,19225
6436,Jet Airways,Banglore,Delhi,1 stop,21,3,2019,40,40,12,15,1475,7832
6437,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,30,30,9,20,1610,9663
6442,Jet Airways,Delhi,Cochin,2 stops,6,6,2019,30,30,19,0,810,13292
6445,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,30,30,22,35,365,10844
6446,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,35,35,21,5,690,10953
6447,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,0,0,12,0,960,10844
6448,Jet Airways,Kolkata,Banglore,1 stop,6,6,2019,25,25,9,45,800,10539
6451,Jet Airways,Kolkata,Banglore,1 stop,6,6,2019,0,0,9,20,800,14571
6452,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,25,25,18,15,590,14781
6459,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,5,5,23,35,570,10844
6460,Jet Airways,Delhi,Cochin,1 stop,27,5,2019,55,55,4,25,450,16079
6463,Jet Airways,Delhi,Cochin,1 stop,15,6,2019,15,15,12,35,1040,10262
6464,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,35,35,23,35,840,12692
6466,Jet Airways,Delhi,Cochin,1 stop,18,5,2019,0,0,4,25,1225,12373
6473,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,5,5,23,35,570,14781
6475,Jet Airways,Delhi,Cochin,2 stops,27,3,2019,10,10,19,45,2315,8938
6476,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,30,30,12,0,330,14388
6479,Jet Airways,Mumbai,Hyderabad,non-stop,27,3,2019,55,55,4,25,90,5678
6486,Jet Airways,Banglore,Delhi,non-stop,1,3,2019,55,55,22,35,160,18308
6491,Jet Airways,Delhi,Cochin,1 stop,27,3,2019,0,0,4,25,1225,6645
6494,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,55,55,4,45,890,13759
6499,Jet Airways,Banglore,Delhi,1 stop,21,3,2019,0,0,21,20,800,7832
6501,Jet Airways,Mumbai,Hyderabad,non-stop,1,4,2019,55,55,4,20,85,5678
6502,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,55,55,4,40,585,7064
6503,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,0,0,9,45,1005,14151
6505,Jet Airways,Delhi,Cochin,1 stop,9,3,2019,25,25,4,25,660,15554
6510,Jet Airways,Banglore,Delhi,non-stop,27,5,2019,10,10,10,10,180,7229
6515,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,10,10,10,5,775,13584
6517,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,30,30,18,15,705,14571
6519,Jet Airways,Banglore,Delhi,non-stop,12,4,2019,0,0,8,45,165,5198
6521,Jet Airways,Delhi,Cochin,non-stop,6,6,2019,0,0,14,15,195,7202
6524,Jet Airways,Delhi,Cochin,2 stops,27,5,2019,30,30,12,35,1025,15129
6528,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,5,5,19,0,715,15190
6529,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,25,25,22,35,850,14781
6531,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,0,0,12,35,1415,10262
6533,Jet Airways,Banglore,Delhi,non-stop,15,6,2019,10,10,14,5,175,8016
6538,Jet Airways,Mumbai,Hyderabad,non-stop,1,5,2019,55,55,4,20,85,5678
6540,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,5,5,23,35,570,10844
6541,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,30,30,18,15,1545,7064
6545,Jet Airways,Delhi,Cochin,1 stop,9,5,2019,5,5,4,25,1280,12373
6546,Jet Airways,Banglore,Delhi,1 stop,9,3,2019,0,0,20,20,800,11087
6547,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,50,50,4,25,395,16079
6550,Jet Airways,Delhi,Cochin,1 stop,27,6,2019,50,50,4,25,335,12898
6554,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,25,25,18,15,590,14781
6556,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,30,30,8,15,1545,8586
6559,Jet Airways,Delhi,Cochin,1 stop,24,6,2019,5,5,19,0,715,18581
6560,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,10,10,4,40,450,13941
6561,Jet Airways,Banglore,Delhi,non-stop,6,5,2019,55,55,22,0,185,7229
6563,Jet Airways,Delhi,Cochin,1 stop,12,6,2019,30,30,19,0,450,14714
6567,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,30,30,4,45,1335,10031
6568,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,45,45,12,0,375,13941
6576,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,30,30,10,5,1055,14781
6577,Jet Airways,Banglore,Delhi,non-stop,18,5,2019,20,20,11,20,180,7229
6579,Jet Airways,Delhi,Cochin,2 stops,9,4,2019,40,40,4,25,1125,10909
6581,Jet Airways,Mumbai,Hyderabad,non-stop,1,6,2019,55,55,4,20,85,4050
6582,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,25,25,23,35,1630,14151
6584,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,5,5,19,50,345,14781
6589,Jet Airways,Banglore,Delhi,1 stop,21,3,2019,5,5,19,10,305,7832
6595,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,25,25,16,20,475,9899
6597,Jet Airways,Banglore,Delhi,1 stop,15,3,2019,55,55,8,15,1400,10405
6601,Jet Airways,Delhi,Cochin,2 stops,27,6,2019,40,40,19,0,440,18804
6606,Jet Airways,Banglore,Delhi,non-stop,12,4,2019,10,10,10,10,180,5198
6607,Jet Airways,Banglore,Delhi,non-stop,1,5,2019,45,45,20,45,180,7229
6612,Jet Airways,Banglore,Delhi,non-stop,1,4,2019,0,0,8,45,165,7229
6615,Jet Airways,Delhi,Cochin,1 stop,21,5,2019,55,55,12,35,940,12898
6617,Jet Airways,Delhi,Cochin,1 stop,27,6,2019,15,15,19,0,1425,10262
6623,Jet Airways,Delhi,Cochin,2 stops,24,6,2019,30,30,19,0,810,13014
6630,Jet Airways,Banglore,Delhi,non-stop,27,4,2019,45,45,20,45,180,7229
6631,Jet Airways,Delhi,Cochin,1 stop,9,5,2019,45,45,4,25,520,12373
6633,Jet Airways,Delhi,Cochin,1 stop,12,6,2019,55,55,12,35,940,10262
6634,Jet Airways,Delhi,Cochin,2 stops,9,4,2019,40,40,19,0,440,15439
6637,Jet Airways,Kolkata,Banglore,1 stop,6,6,2019,35,35,18,0,505,12692
6640,Jet Airways,Banglore,Delhi,1 stop,15,3,2019,40,40,8,15,1235,9134
6642,Jet Airways,Delhi,Cochin,1 stop,9,5,2019,30,30,19,0,1530,15554
6643,Jet Airways,Banglore,Delhi,non-stop,9,3,2019,55,55,22,35,160,7229
6646,Jet Airways,Banglore,Delhi,non-stop,9,6,2019,10,10,10,10,180,7229
6647,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,15,15,4,25,1570,10262
6654,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,35,35,10,25,830,17261
6658,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,55,55,11,25,990,11087
6659,Jet Airways,Banglore,Delhi,non-stop,18,4,2019,10,10,10,10,180,7229
6661,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,0,0,23,0,960,16736
6662,Jet Airways,Delhi,Cochin,1 stop,24,6,2019,30,30,4,25,655,10262
6663,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,0,0,19,0,300,10262
6664,Jet Airways,Mumbai,Hyderabad,non-stop,15,5,2019,55,55,4,20,85,5678
6667,Jet Airways,Delhi,Cochin,2 stops,18,5,2019,25,25,12,35,1390,16704
6673,Jet Airways,Banglore,Delhi,non-stop,1,6,2019,10,10,14,5,175,7229
6676,Jet Airways,Banglore,Delhi,1 stop,18,3,2019,40,40,7,40,780,10972
6680,Jet Airways,Delhi,Cochin,1 stop,9,6,2019,0,0,12,35,1415,10262
6681,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,30,30,9,20,1010,14178
6682,Jet Airways,Delhi,Cochin,2 stops,27,3,2019,10,10,18,50,820,8518
6683,Jet Airways,Delhi,Cochin,2 stops,24,6,2019,35,35,12,35,1320,13376
6685,Jet Airways,Delhi,Cochin,1 stop,24,6,2019,15,15,12,35,620,18371
6687,Jet Airways,Delhi,Cochin,2 stops,1,6,2019,30,30,12,35,1025,10368
6688,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,25,25,18,0,1295,11467
6689,Jet Airways,Kolkata,Banglore,1 stop,9,5,2019,30,30,4,40,730,14781
6692,Jet Airways,Delhi,Cochin,2 stops,12,6,2019,30,30,4,25,535,10368
6693,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,25,25,22,35,850,10031
6695,Jet Airways,Banglore,Delhi,non-stop,15,5,2019,45,45,20,45,180,7229
6702,Jet Airways,Banglore,Delhi,non-stop,12,6,2019,15,15,18,10,175,5769
6704,Jet Airways,Banglore,Delhi,non-stop,3,6,2019,10,10,10,10,180,5769
6705,Jet Airways,Banglore,Delhi,non-stop,15,5,2019,0,0,8,45,165,7229
6708,Jet Airways,Mumbai,Hyderabad,non-stop,21,5,2019,20,20,11,50,90,4995
6709,Jet Airways,Delhi,Cochin,1 stop,1,4,2019,30,30,12,35,1145,5406
6711,Jet Airways,Delhi,Cochin,1 stop,6,3,2019,30,30,18,50,440,17024
6713,Jet Airways,Mumbai,Hyderabad,non-stop,1,5,2019,20,20,11,50,90,8040
6714,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,45,45,16,20,635,10844
6716,Jet Airways,Mumbai,Hyderabad,non-stop,3,4,2019,35,35,21,5,90,5678
6718,Jet Airways,Banglore,Delhi,non-stop,27,6,2019,10,10,10,10,180,8016
6720,Jet Airways,Delhi,Cochin,1 stop,21,3,2019,30,30,4,25,655,5963
6721,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,25,25,16,20,475,14781
6722,Jet Airways,Delhi,Cochin,1 stop,18,5,2019,0,0,12,35,1655,12373
6723,Jet Airways,Mumbai,Hyderabad,non-stop,1,6,2019,35,35,21,5,90,3210
6724,Jet Airways,Banglore,Delhi,1 stop,15,3,2019,45,45,18,25,760,9134
6725,Jet Airways,Delhi,Cochin,2 stops,6,6,2019,35,35,4,25,830,10919
6728,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,0,0,23,35,395,14151
6734,Jet Airways,Delhi,Cochin,2 stops,9,6,2019,30,30,4,25,535,13014
6737,Jet Airways,Banglore,Delhi,non-stop,3,4,2019,10,10,10,10,180,4544
6744,Jet Airways,Delhi,Cochin,1 stop,27,5,2019,50,50,12,35,885,12898
6756,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,55,55,12,0,1025,10844
6758,Jet Airways,Delhi,Cochin,1 stop,27,6,2019,0,0,19,0,300,14714
6762,Jet Airways,Kolkata,Banglore,1 stop,6,6,2019,0,0,8,15,735,14571
6763,Jet Airways,Delhi,Cochin,2 stops,27,3,2019,10,10,4,25,555,10976
6764,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,30,30,16,20,590,10844
6767,Jet Airways,Delhi,Cochin,1 stop,24,6,2019,45,45,12,35,1010,10262
6770,Jet Airways,Mumbai,Hyderabad,non-stop,27,3,2019,50,50,17,20,90,2071
6771,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,55,55,15,15,980,11087
6773,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,30,30,16,20,590,12996
6774,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,0,0,23,0,900,16736
6775,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,55,55,10,5,910,13941
6779,Jet Airways,Kolkata,Banglore,1 stop,6,5,2019,35,35,23,35,840,12121
6781,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,25,25,9,20,1495,14388
6782,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,25,25,10,55,870,11467
6783,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,25,25,10,25,780,13817
6786,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,45,45,23,25,1660,13759
6794,Jet Airways,Banglore,Delhi,non-stop,24,5,2019,10,10,10,10,180,4030
6797,Jet Airways,Banglore,Delhi,1 stop,21,3,2019,50,50,12,20,390,6163
6798,Jet Airways,Delhi,Cochin,1 stop,27,3,2019,0,0,4,25,745,6540
6800,Jet Airways,Delhi,Cochin,1 stop,9,6,2019,50,50,19,0,1270,10262
6803,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,0,0,22,5,1745,13067
6806,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,30,30,23,35,425,13941
6807,Jet Airways,Delhi,Cochin,2 stops,9,6,2019,40,40,4,25,1125,10368
6811,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,55,55,22,35,1660,7064
6812,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,25,25,21,5,1480,12121
6818,Jet Airways,Delhi,Cochin,2 stops,12,6,2019,45,45,4,25,1300,13376
6820,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,55,55,4,40,585,13731
6821,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,0,0,19,50,1430,7064
6822,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,45,45,19,10,805,16736
6823,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,0,0,10,5,845,8586
6828,Jet Airways,Delhi,Cochin,2 stops,21,3,2019,45,45,18,50,1925,11869
6834,Jet Airways,Mumbai,Hyderabad,2 stops,6,3,2019,50,50,16,50,1380,20845
6839,Jet Airways,Banglore,Delhi,non-stop,15,6,2019,0,0,8,45,165,7229
6843,Jet Airways,Banglore,Delhi,1 stop,1,3,2019,5,5,10,25,1220,20800
6846,Jet Airways,Mumbai,Hyderabad,non-stop,18,5,2019,20,20,11,50,90,4050
6848,Jet Airways,Delhi,Cochin,2 stops,21,3,2019,20,20,18,50,1950,11664
6850,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,35,35,19,10,575,12692
6852,Jet Airways,Kolkata,Banglore,1 stop,9,6,2019,10,10,4,40,450,8586
6863,Jet Airways,Banglore,Delhi,non-stop,18,4,2019,20,20,11,20,180,7229
6865,Jet Airways,Delhi,Cochin,1 stop,15,4,2019,0,0,19,0,300,6542
6868,Jet Airways,Delhi,Cochin,1 stop,12,6,2019,0,0,19,0,300,10262
6870,Jet Airways,Banglore,Delhi,non-stop,3,4,2019,20,20,11,20,180,4544
6872,Jet Airways,Banglore,Delhi,1 stop,6,3,2019,55,55,5,5,1210,16736
6879,Jet Airways,Banglore,Delhi,non-stop,27,5,2019,55,55,22,0,185,3359
6884,Jet Airways,Kolkata,Banglore,1 stop,12,6,2019,10,10,10,5,775,8529
6886,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,25,25,19,50,685,14571
6888,Jet Airways,Banglore,Delhi,1 stop,18,3,2019,55,55,23,0,365,11087
6892,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,30,30,23,35,425,14571
6894,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,0,0,10,5,845,13941
6895,Jet Airways,Delhi,Cochin,1 stop,21,5,2019,45,45,19,0,1395,16079
6898,Jet Airways,Delhi,Cochin,1 stop,6,6,2019,0,0,19,0,540,14714
6902,Jet Airways,Kolkata,Banglore,1 stop,12,5,2019,55,55,8,15,800,9663
6905,Jet Airways,Banglore,Delhi,non-stop,1,4,2019,55,55,22,0,185,7229
6913,Jet Airways,Delhi,Cochin,2 stops,27,5,2019,5,5,19,0,1195,15129
6915,Jet Airways,Kolkata,Banglore,1 stop,6,6,2019,35,35,10,55,1520,10539
6919,Jet Airways,Kolkata,Banglore,1 stop,1,5,2019,55,55,10,5,910,8586
6926,Jet Airways,Delhi,Cochin,2 stops,9,5,2019,30,30,19,0,810,13029
6927,Jet Airways,Delhi,Cochin,1 stop,12,6,2019,0,0,12,35,1655,10262
6930,Jet Airways,Banglore,Delhi,1 stop,3,3,2019,0,0,7,40,1420,13502
6932,Jet Airways,Delhi,Cochin,1 stop,27,3,2019,5,5,4,25,800,6017
6934,Jet Airways,Mumbai,Hyderabad,non-stop,27,6,2019,45,45,10,15,90,8040
6936,Jet Airways,Delhi,Cochin,1 stop,21,5,2019,30,30,19,0,1530,12898
6938,Jet Airways,Delhi,Cochin,1 stop,1,6,2019,0,0,19,0,1680,14714
6939,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,45,45,23,0,1035,13817
6940,Jet Airways,Delhi,Cochin,1 stop,15,6,2019,0,0,19,0,600,14714
6944,Jet Airways,Delhi,Cochin,1 stop,6,3,2019,0,0,4,25,745,15764
6953,Jet Airways,Delhi,Cochin,2 stops,21,5,2019,30,30,12,35,1025,13029
6955,Jet Airways,Kolkata,Banglore,1 stop,24,5,2019,25,25,19,50,685,10844
6957,Jet Airways,Kolkata,Banglore,1 stop,15,5,2019,35,35,22,5,750,12121
6958,Jet Airways,Kolkata,Banglore,1 stop,21,5,2019,35,35,14,25,1730,11467
6961,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,45,45,20,40,1495,13759
6966,Jet Airways,Delhi,Cochin,1 stop,27,6,2019,30,30,12,35,1505,10262
6967,Jet Airways,Delhi,Cochin,1 stop,15,6,2019,0,0,12,35,1415,10262
6969,Jet Airways,Delhi,Cochin,1 stop,27,5,2019,30,30,12,35,1145,12898
6970,Jet Airways,Delhi,Cochin,non-stop,21,6,2019,0,0,14,15,195,9564
6983,Jet Airways,Kolkata,Banglore,1 stop,1,4,2019,0,0,12,0,960,7064
6984,Jet Airways,Delhi,Cochin,2 stops,9,6,2019,35,35,4,25,1130,13292
6986,Jet Airways,Delhi,Cochin,2 stops,21,3,2019,45,45,18,50,1925,7791
6991,Jet Airways,Delhi,Cochin,2 stops,18,5,2019,10,10,19,0,1430,16704
6994,Jet Airways,Delhi,Cochin,2 stops,27,5,2019,30,30,12,35,1025,13029
6996,Jet Airways,Kolkata,Banglore,1 stop,24,3,2019,45,45,22,35,1610,10031
6998,Jet Airways,Banglore,Delhi,non-stop,15,5,2019,50,50,22,50,180,4030
7001,Jet Airways,Delhi,Cochin,1 stop,3,6,2019,30,30,19,0,450,10262
7002,Jet Airways,Banglore,Delhi,non-stop,15,4,2019,10,10,14,5,175,7229
7008,Jet Airways,Mumbai,Hyderabad,non-stop,18,3,2019,55,55,4,25,90,5678
7015,Jet Airways,Delhi,Cochin,1 stop,9,6,2019,5,5,4,25,1280,10262
7016,Jet Airways,Delhi,Cochin,2 stops,27,3,2019,10,10,4,25,555,8456
7022,Jet Airways,Mumbai,Hyderabad,non-stop,12,5,2019,5,5,8,30,85,4050
7026,Jet Airways,Banglore,Delhi,non-stop,18,6,2019,45,45,20,45,180,8016
7028,Jet Airways,Kolkata,Banglore,1 stop,18,5,2019,45,45,8,15,1590,13941
7031,Jet Airways,Banglore,Delhi,1 stop,12,3,2019,55,55,7,40,525,11087
7034,Jet Airways,Banglore,Delhi,non-stop,1,6,2019,0,0,8,45,165,8016
7035,Jet Airways,Delhi,Cochin,non-stop,9,6,2019,0,0,14,15,195,7202
7036,Jet Airways,Delhi,Cochin,1 stop,21,3,2019,0,0,18,50,1610,5963
